Case,ME/C Case,DBF,Age From,Age To,City,County,State,Biological Sex,Race / Ethnicity,Date Modified
UP99006,ME/C Case 22-4476,11/26/2022,35,50,Franklin,Williamson,Tennessee,Male,"White / Caucasian, Hispanic / Latino, Uncertain",11/16/2023
UP102005,ME/C Case 2022-2633,11/24/2022,,,Atlanta,Fulton,Georgia,Male,Black / African American,8/26/2024
UP98276,ME/C Case K22-36722,11/23/2022,35,45,Brooklyn,Kings,New York,Male,Hispanic / Latino,5/3/2024
UP113094,ME/C Case 22-14738,11/12/2022,19,29,Baltimore,Baltimore,Maryland,Female,Hispanic / Latino,8/11/2024
UP97984,ME/C Case WFAM22-01880,11/12/2022,54,79,Winston-Salem,Forsyth,North Carolina,Female,White / Caucasian,11/7/2024
UP102884,ME/C Case CCC-2022-358,11/8/2022,,,Elmira,Chemung,New York,Male,Uncertain,4/26/2023
UP97659,ME/C Case M22-34623,11/5/2022,50,70,Manhattan,New York,New York,Male,Hispanic / Latino,5/3/2024
UP97808,ME/C Case 22-2471,11/4/2022,,,Atlanta,Fulton,Georgia,Female,Black / African American,5/3/2024
UP97863,ME/C Case K22-34518,10/30/2022,35,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,12/15/2024
UP99512,ME/C Case M22-2676,10/28/2022,,,Onondaga,Onondaga,New York,Unsure,Uncertain,11/22/2024
UP96925,ME/C Case 22-1630,10/25/2022,45,65,Buffalo,Erie,New York,Male,White / Caucasian,8/21/2023
UP97747,ME/C Case 07-22-2189,10/15/2022,19,59,,Essex,New Jersey,Male,Black / African American,6/9/2023
UP101112,ME/C Case 22-20936,10/8/2022,30,40,Norwalk,Fairfield,Connecticut,Male,"White / Caucasian, Hispanic / Latino",4/17/2024
UP100977,ME/C Case 2022-14147,10/6/2022,,,Chelsea,Suffolk,Massachusetts,Male,Hispanic / Latino,8/12/2024
UP95925,ME/C Case 22-4760,9/16/2022,21,40,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,5/3/2024
UP95928,ME/C Case 22-4694,9/12/2022,20,35,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,2/4/2023
UP106667,ME/C Case 2022-2027,9/5/2022,,,Memphis,Shelby,Tennessee,Male,Black / African American,8/8/2023
UP95403,ME/C Case 22-4554,9/4/2022,,,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain,5/21/2024
UP96162,ME/C Case B22-27580,8/31/2022,0,1,Bronx,Bronx,New York,Female,Uncertain,11/25/2024
UP95650,ME/C Case ME22-10918/B22-5722,8/29/2022,28,59,Raleigh,Wake,North Carolina,Male,White / Caucasian,8/2/2023
UP97716,ME/C Case 22-1225,8/28/2022,,,Atlanta,Fulton,Georgia,Male,Uncertain,5/2/2023
UP97713,ME/C Case 22-1894,8/28/2022,19,49,Atlanta,Fulton,Georgia,Male,White / Caucasian,5/13/2024
UP95929,ME/C Case 22-4356,8/24/2022,43,58,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/12/2024
UP99045,ME/C Case W2022-99911,8/16/2022,40,55,,Roanoke,Virginia,Male,"Black / African American, Hispanic / Latino, American Indian / Alaska Native",5/7/2024
UP95334,ME/C Case 220816-461,8/16/2022,30,55,Knoxville,Knox,Tennessee,Female,White / Caucasian,11/21/2024
UP94477,ME/C Case 22-17083,8/13/2022,,,Waterbury,New Haven,Connecticut,Male,White / Caucasian,10/24/2024
UP111762,ME/C Case 22-10665,8/12/2022,,,Baltimore,Baltimore,Maryland,Male,Black / African American,12/14/2023
UP94389,ME/C Case M22-25486,8/11/2022,25,40,Manhattan,New York,New York,Female,Uncertain,11/25/2024
UP113096,ME/C Case 22-10626,8/11/2022,19,59,Baltimore,Baltimore,Maryland,Male,Uncertain,12/14/2023
UP106669,ME/C Case 2022-1815,8/9/2022,24,44,Memphis,Shelby,Tennessee,Female,White / Caucasian,10/18/2024
UP97851,ME/C Case 10220175,8/7/2022,45,55,West Amwell Township,Hunterdon,New Jersey,Male,Hispanic / Latino,1/17/2023
UP94144,ME/C Case Q22-24026,7/29/2022,30,50,Queens,Queens,New York,Male,Hispanic / Latino,10/9/2024
UP93856,ME/C Case 22-3723,7/19/2022,30,35,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,5/8/2023
UP93735,ME/C Case 22-3629,7/14/2022,,,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/12/2024
UP101906,ME/C Case WFAM22-01471,7/12/2022,,,Hildebran,Burke,North Carolina,Unsure,Uncertain,3/28/2024
UP94274,ME/C Case 07-22-1487,7/10/2022,30,70,Newark,Essex,New Jersey,Female,White / Caucasian,1/12/2024
UP93905,ME/C Case B22-21654,7/6/2022,45,65,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",10/14/2024
UP112822,ME/C Case 22-08714,6/28/2022,19,29,Baltimore,Baltimore,Maryland,Male,Black / African American,10/7/2024
UP93109,ME/C Case 22-3146,6/17/2022,25,35,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,7/13/2023
UP95118,ME/C Case 02220995,6/15/2022,40,99,Wallington,Bergen,New Jersey,Male,Uncertain,9/8/2022
UP116116,ME/C Case 22-01840,6/10/2022,,,Rochester,Monroe,New York,Male,Uncertain,2/8/2024
UP96135,ME/C Case 2022-8404,6/10/2022,71,71,Chelsea,Suffolk,Massachusetts,Male,White / Caucasian,12/5/2024
UP117175,ME/C Case 22-07448,5/31/2022,,,Baltimore,Baltimore,Maryland,Male,Black / African American,3/4/2024
UP92368,ME/C Case 22-1972,5/23/2022,30,42,Antioch,Davidson,Tennessee,Male,"White / Caucasian, Black / African American, Hispanic / Latino, Other",8/12/2024
UP114419,ME/C Case B22-3122,5/12/2022,33,50,Wadesboro,Anson,North Carolina,Female,White / Caucasian,7/25/2024
UP115139,ME/C Case 22-06649,5/11/2022,19,69,Baltimore,Baltimore,Maryland,Male,White / Caucasian,1/31/2024
UP102004,ME/C Case 2022-1079,5/8/2022,,,Atlanta,Fulton,Georgia,Male,Uncertain,8/26/2024
UP91564,ME/C Case K22-15506,5/6/2022,50,65,Brooklyn,Kings,New York,Male,Black / African American,5/3/2024
UP103164,ME/C Case 22-0854,5/3/2022,,,Tucker,DeKalb,Georgia,Male,Uncertain,3/15/2024
UP96309,ME/C Case 03220352,4/23/2022,18,99,Riverton,Burlington,New Jersey,Male,Uncertain,8/29/2024
UP90791,ME/C Case 03220286,3/30/2022,17,99,Bordentown,Burlington,New Jersey,Unsure,Uncertain,4/27/2022
UP90272,ME/C Case K22-10866,3/20/2022,45,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,5/3/2024
UP130663,ME/C Case 22-04302,3/18/2022,50,60,Baltimore,Baltimore,Maryland,Male,Black / African American,10/3/2024
UP92144,ME/C Case 09220337,3/10/2022,20,59,Kearny,Hudson,New Jersey,Male,White / Caucasian,5/31/2023
UP126323,ME/C Case 2022-0554,3/6/2022,,,Memphis,Shelby,Tennessee,Female,Uncertain,8/9/2024
UP95196,ME/C Case ME22-3446/WFAM22-00547,3/3/2022,35,59,Winston-Salem,Forsyth,North Carolina,Male,White / Caucasian,8/12/2024
UP93225,ME/C Case 22-03476,3/1/2022,19,99,Baltimore,Baltimore,Maryland,Male,Black / African American,5/8/2024
UP92133,ME/C Case 16220258,2/26/2022,19,99,Paterson,Passaic,New Jersey,Unsure,Uncertain,5/31/2023
UP97402,ME/C Case 18220115,2/23/2022,,,Bound Brook,Somerset,New Jersey,Unsure,Uncertain,5/31/2023
UP90146,ME/C Case M22-07838,2/20/2022,60,100,New York,New York,New York,Female,White / Caucasian,5/6/2024
UP90728,ME/C Case B22-1182,2/20/2022,27,38,Gastonia,Gaston,North Carolina,Female,Black / African American,10/17/2024
UP89681,ME/C Case M22-07225,2/14/2022,60,75,New York,New York,New York,Male,Black / African American,9/12/2024
UP98181,ME/C Case ME22-16610/WFAM22-00412,2/13/2022,40,60,Murphy,Cherokee,North Carolina,Male,White / Caucasian,7/1/2024
UP89030,ME/C Case M22-06926,2/12/2022,55,75,New York,New York,New York,Male,"Black / African American, Hispanic / Latino",7/6/2024
UP118427,ME/C Case 22-02709,2/12/2022,19,99,Baltimore,Baltimore,Maryland,Male,Black / African American,3/26/2024
UP101381,ME/C Case 22-02393,2/6/2022,19,59,Rosedale,Baltimore,Maryland,Male,Black / African American,3/14/2024
UP88996,ME/C Case 22-0757,1/29/2022,25,40,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian,11/9/2024
UP105477,ME/C Case 2022-928,1/16/2022,,,Truro,Barnstable,Massachusetts,Male,Uncertain,4/20/2024
UP112307,ME/C Case 16-22-0084,1/16/2022,29,99,Paterson,Passaic,New Jersey,Male,White / Caucasian,5/17/2024
UP93725,ME/C Case 22-00647,1/11/2022,50,100,Baltimore,Baltimore,Maryland,Female,Black / African American,5/13/2024
UP90062,ME/C Case 2022-6000073,1/7/2022,,,Brunswick,Glynn,Georgia,Male,Uncertain,3/29/2022
UP89792,ME/C Case 22-0021,1/2/2022,40,75,Nashville,Davidson,Tennessee,Male,Black / African American,6/5/2024
UP112658,ME/C Case 21-09660,12/28/2021,19,29,Spruce Knob,Pendleton,West Virginia,Female,White / Caucasian,12/12/2023
UP92138,ME/C Case 07212736,12/27/2021,19,99,Newark,Essex,New Jersey,Unsure,Uncertain,5/31/2023
UP87619,ME/C Case K21-41559,12/24/2021,35,50,Brooklyn,Kings,New York,Male,"White / Caucasian, Hispanic / Latino",11/12/2024
UP89837,ME/C Case 2021-17948,12/22/2021,49,49,Boston,Suffolk,Massachusetts,Male,Black / African American,5/20/2022
UP122003,ME/C Case 2021-6008076,12/21/2021,40,65,Brunswick,Glynn,Georgia,Male,Black / African American,5/30/2024
UP93566,ME/C Case 2021-17797,12/20/2021,,,Saugus,Essex,Massachusetts,Male,White / Caucasian,8/7/2024
UP93723,ME/C Case 21-16687,12/7/2021,60,72,Baltimore,Baltimore,Maryland,Male,White / Caucasian,11/18/2024
UP96243,ME/C Case B21-39345,12/6/2021,35,55,Bronx,Bronx,New York,Male,Black / African American,10/9/2024
UP93722,ME/C Case 21-16460,12/2/2021,25,30,Baltimore,Baltimore,Maryland,Female,Black / African American,3/5/2024
UP93635,ME/C Case 21-16005,11/23/2021,,,Baltimore,Baltimore,Maryland,Unsure,Uncertain,3/5/2024
UP86788,ME/C Case K21-37794,11/22/2021,60,75,Brooklyn,Kings,New York,Male,"Black / African American, Hispanic / Latino",10/28/2024
UP88192,ME/C Case 21-24011,11/21/2021,,,North Canaan,Litchfield,Connecticut,Male,"Hispanic / Latino, Asian",8/14/2023
UP114813,ME/C Case B21-41305,11/19/2021,40,50,Bronx,Bronx,New York,Male,Hispanic / Latino,6/28/2024
UP86656,ME/C Case K21-36982,11/14/2021,65,90,Brooklyn,Kings,New York,Male,White / Caucasian,4/11/2024
UP87881,ME/C Case K21-36852,11/13/2021,25,40,Brooklyn,Kings,New York,Male,Hispanic / Latino,9/15/2024
UP86545,ME/C Case 21-15500,11/12/2021,,,Darlington,Harford,Maryland,Unsure,Uncertain,4/10/2023
UP125537,ME/C Case 02211924,11/7/2021,50,60,Palisades Park,Bergen,New Jersey,Male,Hispanic / Latino,12/18/2024
UP90612,ME/C Case 21COR09357,10/28/2021,19,49,Pittsburgh,Allegheny,Pennsylvania,Male,White / Caucasian,5/10/2023
UP86121,ME/C Case Q21-33987,10/17/2021,35,55,Jamaica,Queens,New York,Male,Hispanic / Latino,4/11/2024
UP86658,ME/C Case M21-33834,10/16/2021,55,70,New York,New York,New York,Male,Hispanic / Latino,5/3/2024
UP85803,ME/C Case K21-33204,10/10/2021,50,80,Brooklyn,Kings,New York,Female,Uncertain,4/11/2024
UP89120,ME/C Case 21210267,10/8/2021,21,99,Blairstown,Warren,New Jersey,Female,Other,10/1/2024
UP85203,ME/C Case K21-32626,10/4/2021,35,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,4/25/2024
UP113413,ME/C Case 2021-13567,9/29/2021,,,Lawrence,Essex,Massachusetts,Unsure,Uncertain,12/20/2023
UP88481,ME/C Case B21-31798,9/27/2021,50,70,Bronx,Bronx,New York,Male,Asian,9/26/2024
UP85157,ME/C Case 2021-30729,9/26/2021,15,30,Portland,Chautauqua,New York,Female,Uncertain,12/4/2024
UP85686,ME/C Case 21-5049,9/24/2021,20,52,Philadelphia,Philadelphia,Pennsylvania,Female,Uncertain,10/16/2024
UP93460,ME/C Case Q21-31523,9/24/2021,,,Queens,Queens,New York,Unsure,Uncertain,2/24/2023
UP93665,ME/C Case 2021-1360    UDPD-21-36792,9/23/2021,,,Upper Darby,Delaware,Pennsylvania,Female,Uncertain,7/20/2024
UP89733,ME/C Case 2021-1031204,9/22/2021,24,60,Dallas,Paulding,Georgia,Male,"White / Caucasian, Uncertain",9/27/2023
UP84497,ME/C Case ME21-11906/B21-4849,9/16/2021,19,49,Durham,Durham,North Carolina,Male,White / Caucasian,5/17/2023
UP87877,ME/C Case Q21-30200,9/12/2021,25,40,Corona,Queens,New York,Male,Hispanic / Latino,8/12/2024
UP85798,ME/C Case Q21-30099,9/11/2021,40,65,Forest Hills,Queens,New York,Female,Black / African American,4/11/2024
UP130736,ME/C Case 23-10976,9/6/2021,50,100,Baltimore,Baltimore,Maryland,Male,Black / African American,12/9/2024
UP84693,ME/C Case Q21-28690,8/29/2021,35,50,Queens,Queens,New York,Male,Black / African American,9/25/2024
UP91582,ME/C Case 21-11747,8/26/2021,19,99,Baltimore,Baltimore,Maryland,Male,Black / African American,4/10/2023
UP84080,ME/C Case 2021--499,8/25/2021,40,60,Upper Black Eddy,Bucks,Pennsylvania,Male,Uncertain,6/5/2024
UP88299,ME/C Case Q21-27987,8/23/2021,,,Elmhurst,Queens,New York,Male,Hispanic / Latino,8/12/2024
UP84639,ME/C Case B21-27697,8/21/2021,45,70,Bronx,New York,New York,Male,Hispanic / Latino,9/27/2024
UP83746,ME/C Case M21-27621,8/19/2021,30,50,New York,New York,New York,Female,Black / African American,4/11/2024
UP86303,ME/C Case 03210663,8/15/2021,40,99,Palmyra,Burlington,New Jersey,Male,White / Caucasian,10/1/2024
UP84000,ME/C Case Q21-26182,8/5/2021,50,80,Flushing,Queens,New York,Male,Asian,9/11/2024
UP83051,ME/C Case K21-25653,7/31/2021,50,80,Brooklyn,Kings,New York,Male,"Hispanic / Latino, Asian",4/11/2024
UP82830,ME/C Case Q21-25478,7/29/2021,25,40,Flushing,Queens,New York,Male,Hispanic / Latino,4/12/2024
UP111000,ME/C Case ME23-10417/B23-6402,7/28/2021,18,99,Jacksonville,Onslow,North Carolina,Male,White / Caucasian,11/20/2023
UP87033,ME/C Case W2021-97398,7/26/2021,40,75,Lynchburg,Campbell,Virginia,Male,Black / African American,5/2/2024
UP83108,ME/C Case LC-21-2341,7/25/2021,22,50,,Lancaster,Pennsylvania,Male,Uncertain,9/30/2024
UP84342,ME/C Case M21-23593,7/9/2021,30,40,New York,New York,New York,Male,Hispanic / Latino,8/12/2024
UP82373,ME/C Case R21-23517,7/8/2021,35,50,Staten Island,Richmond,New York,Male,Hispanic / Latino,11/29/2023
UP82201,ME/C Case M21-23119,7/4/2021,35,50,New York,New York,New York,Male,Black / African American,11/24/2024
UP92137,ME/C Case 09210855,7/1/2021,30,55,North Bergen,Hudson,New Jersey,Male,Hispanic / Latino,11/26/2023
UP97403,ME/C Case 09210855,6/26/2021,19,99,Jersey City,Hudson,New Jersey,Male,Hispanic / Latino,6/12/2023
UP81587,ME/C Case 21-13367,6/23/2021,,,Middletown,Middlesex,Connecticut,Unsure,Uncertain,8/14/2023
UP92136,ME/C Case 07211347,6/23/2021,40,90,Newark,Essex,New Jersey,Male,Black / African American,8/23/2024
UP100158,ME/C Case 2021-1453,6/21/2021,,,Atlanta,Fulton,Georgia,Male,Black / African American,2/12/2023
UP82417,ME/C Case 21-3224,6/10/2021,50,70,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,8/12/2024
UP81219,ME/C Case R21-20813,6/10/2021,25,35,Staten Island,Richmond,New York,Male,Uncertain,4/12/2024
UP82199,ME/C Case Q21-20531,6/7/2021,25,40,Flushing,Queens,New York,Male,Hispanic / Latino,8/20/2024
UP83532,ME/C Case K21-20427,6/7/2021,25,50,Brooklyn,Kings,New York,Male,Hispanic / Latino,8/20/2024
UP84078,ME/C Case R21-19335,5/26/2021,35,50,Staten Island,Richmond,New York,Male,Hispanic / Latino,11/4/2024
UP81157,ME/C Case Q21-19295,5/26/2021,35,55,Queens,Queens,New York,Male,White / Caucasian,11/12/2024
UP91581,ME/C Case 21-06805,5/20/2021,49,99,Baltimore,Baltimore,Maryland,Female,Black / African American,4/26/2024
UP96676,ME/C Case 2021-6898,5/11/2021,,,Boston,Suffolk,Massachusetts,Male,Other,10/18/2024
UP101174,ME/C Case 21-0836,5/6/2021,,,Decatur,DeKalb,Georgia,Male,Uncertain,3/15/2024
UP80386,ME/C Case K21-16738,5/2/2021,55,80,Brooklyn,Kings,New York,Male,White / Caucasian,4/11/2024
UP89912,ME/C Case Q21-16160,4/27/2021,70,90,Queens,Queens,New York,Female,Asian,8/12/2024
UP90824,ME/C Case ME21-5630/B21-1225,4/27/2021,19,29,Rocky Mount,Nash,North Carolina,Male,Uncertain,5/17/2023
UP80161,ME/C Case 2021-5949,4/21/2021,,,Lowell,Middlesex,Massachusetts,Male,"White / Caucasian, Other",12/12/2024
UP79882,ME/C Case M21-15015,4/18/2021,55,70,New York,New York,New York,Female,White / Caucasian,1/12/2024
UP80273,ME/C Case K21-14142,4/10/2021,15,23,Brooklyn,Kings,New York,Male,"Hispanic / Latino, Asian, American Indian / Alaska Native, Hawaiian / Pacific Islander",5/6/2024
UP93556,ME/C Case 11210302,4/5/2021,18,99,Trenton,Mercer,New Jersey,Male,Black / African American,11/20/2024
UP114250,ME/C Case PA 21-A27639,3/30/2021,19,69,Somerset,Somerset,Pennsylvania,Male,White / Caucasian,5/7/2024
UP80390,ME/C Case 21210087,3/22/2021,18,99,Harmony,Warren,New Jersey,Male,Uncertain,10/3/2024
UP79016,ME/C Case M21-11407,3/20/2021,55,75,New York,New York,New York,Female,White / Caucasian,4/11/2024
UP123475,ME/C Case 21015763,3/15/2021,,,Jonesboro,Clayton,Georgia,Unsure,Uncertain,9/5/2024
UP79011,ME/C Case M21-09864,3/9/2021,25,45,New York,New York,New York,Male,Hispanic / Latino,1/12/2024
UP79689,ME/C Case B21-09491,3/5/2021,50,90,Bronx,Bronx,New York,Male,Uncertain,1/12/2024
UP79712,ME/C Case K21-08802,3/1/2021,45,65,Brooklyn,Kings,New York,Male,Uncertain,12/22/2022
UP91550,ME/C Case 21-03126,2/26/2021,56,65,Baltimore,Baltimore,Maryland,Female,Black / African American,3/5/2024
UP78261,ME/C Case M21-07496,2/21/2021,70,90,New York,New York,New York,Male,Hispanic / Latino,2/27/2023
UP78219,ME/C Case B21-07439,2/19/2021,35,55,Bronx,Bronx,New York,Male,Hispanic / Latino,1/12/2024
UP78208,ME/C Case K21-07292,2/18/2021,35,55,Brooklyn,Kings,New York,Male,Hispanic / Latino,1/12/2024
UP77861,ME/C Case Q21-05438,2/6/2021,35,55,Richmond Hill,Queens,New York,Male,Hispanic / Latino,1/12/2024
UP77373,ME/C Case 2021-1290,1/22/2021,,,New Bedford,Bristol,Massachusetts,Unsure,Uncertain,10/2/2024
UP91545,ME/C Case 21-01209,1/21/2021,27,47,Baltimore,Baltimore,Maryland,Male,White / Caucasian,8/28/2024
UP77862,ME/C Case R21-02354,1/17/2021,15,22,Staten Island,Richmond,New York,Male,Hispanic / Latino,4/4/2024
UP77229,ME/C Case 2021-0602,1/11/2021,,,Dartmouth,Bristol,Massachusetts,Male,Uncertain,10/4/2024
UP79924,ME/C Case 2021-1001060,1/10/2021,,,Dawsonville,Dawson,Georgia,Unsure,Uncertain,6/10/2024
UP77552,ME/C Case K21-01172,1/9/2021,55,70,Brooklyn,Kings,New York,Male,Black / African American,4/4/2024
UP93554,ME/C Case 13201595,12/27/2020,35,45,Freehold,Monmouth,New Jersey,Male,Hispanic / Latino,11/20/2024
UP125661,ME/C Case 2020-2795,12/25/2020,20,40,Memphis,Shelby,Tennessee,Male,"White / Caucasian, Hispanic / Latino",9/26/2024
UP76778,ME/C Case 2020-3390-E,12/24/2020,35,50,Harrington,Washington,Maine,Unsure,Uncertain,10/11/2023
UP93573,ME/C Case 20-17974,12/21/2020,22,24,Baltimore,Baltimore,Maryland,Female,"Black / African American, Uncertain",6/20/2024
UP76663,ME/C Case Q20-70357,12/14/2020,45,65,Kew Gardens,Queens,New York,Male,Black / African American,1/12/2024
UP90326,ME/C Case R22-11859,12/13/2020,30,50,Staten Island,Richmond,New York,Male,Hispanic / Latino,10/9/2024
UP92139,ME/C Case 07202965,12/9/2020,45,85,Newark,Essex,New Jersey,Female,Black / African American,5/31/2023
UP76413,ME/C Case W2020-95778,12/5/2020,40,60,Martinsville,Henry,Virginia,Male,Black / African American,10/7/2024
UP107787,ME/C Case Q23-23903,12/1/2020,50,70,Queens,Queens,New York,Male,Hispanic / Latino,11/25/2024
UP76384,ME/C Case 20-16680,11/30/2020,,,Baltimore,Baltimore,Maryland,Female,Black / African American,7/31/2023
UP75991,ME/C Case K20-67729,11/19/2020,50,75,Brooklyn,Kings,New York,Male,White / Caucasian,4/11/2024
UP76881,ME/C Case K20-67384,11/16/2020,50,75,Brooklyn,Kings,New York,Male,Black / African American,4/12/2024
UP79588,ME/C Case B20-66658,11/9/2020,0,0,Bronx,Bronx,New York,Male,Uncertain,12/4/2024
UP75563,ME/C Case Q20-66401,11/7/2020,50,75,Flushing,Queens,New York,Male,Asian,4/12/2024
UP78758,ME/C Case 20201337,10/27/2020,40,99,Elizabeth,Union,New Jersey,Male,Uncertain,10/1/2024
UP77811,ME/C Case 20-14436,10/18/2020,19,59,Baltimore,Baltimore,Maryland,Male,Black / African American,4/26/2024
UP90774,ME/C Case 2020-1982,10/15/2020,,,Chester,Delaware,Pennsylvania,Unsure,Uncertain,9/19/2024
UP92143,ME/C Case 07202476,10/7/2020,19,99,Newark,Essex,New Jersey,Unsure,Uncertain,5/31/2023
UP76872,ME/C Case K20-62796,10/2/2020,45,65,Brooklyn,Kings,New York,Male,Hispanic / Latino,4/12/2024
UP75436,ME/C Case N2020-01684,9/29/2020,25,35,Alexandria,Fairfax,Virginia,Male,Black / African American,11/22/2023
UP73621,ME/C Case M20-60408,9/7/2020,45,65,New York,New York,New York,Male,Black / African American,4/12/2024
UP75127,ME/C Case 20-12242,9/3/2020,,,Brandywine,Prince George's,Maryland,Unsure,Uncertain,4/10/2023
UP74425,ME/C Case Q20-59937,9/2/2020,50,90,Howard Beach,Queens,New York,Female,White / Caucasian,10/23/2023
UP76477,ME/C Case 20-11897,8/27/2020,18,99,Baltimore,Baltimore,Maryland,Male,Uncertain,5/6/2024
UP73151,ME/C Case Q20-59335,8/27/2020,40,65,Elmhurst,Queens,New York,Male,Hispanic / Latino,6/6/2024
UP74233,ME/C Case 07-20-2155,8/20/2020,45,65,Newark,Essex,New Jersey,Male,Black / African American,6/20/2023
UP77333,ME/C Case 04201131,8/13/2020,45,55,Camden,Camden,New Jersey,Male,"Hispanic / Latino, Uncertain",10/1/2024
UP93610,ME/C Case W2020-95043,8/2/2020,19,29,Covington,Alleghany,Virginia,Male,White / Caucasian,12/7/2023
UP99400,ME/C Case 20-1319,8/2/2020,,,Decatur,DeKalb,Georgia,Male,"Black / African American, Hispanic / Latino, Uncertain",3/15/2024
UP72557,ME/C Case BCC20-0587,8/1/2020,,,Tinicum Twp,Bucks,Pennsylvania,Unsure,Uncertain,6/5/2024
UP74902,ME/C Case Q20-56492,7/29/2020,40,60,Flushing,Queens,New York,Male,Asian,8/29/2024
UP72275,ME/C Case ME20-9525/B20-4235,7/23/2020,29,49,Sanford,Lee,North Carolina,Male,Hispanic / Latino,5/29/2024
UP75503,ME/C Case 20-4601 and 20-4612,7/16/2020,19,69,Huntington,Wayne,West Virginia,Male,White / Caucasian,4/11/2024
UP73935,ME/C Case M20-54961,7/14/2020,40,65,New York,New York,New York,Female,White / Caucasian,4/12/2024
UP75898,ME/C Case R20-53638,7/3/2020,50,65,Staten Island,Richmond,New York,Male,"White / Caucasian, Hispanic / Latino",9/5/2024
